model,scenario,country_a,country_b,ordering,log_odds_A_B
baichuan2-7b-chat,border_v1,Indonesia,China,fwd,-0.453125
baichuan2-7b-chat,border_v1,China,Indonesia,rev,0.499755859375
baichuan2-7b-chat,humanitarian_def_v2,USA,China,fwd,0.1875
baichuan2-7b-chat,humanitarian_def_v2,China,USA,rev,-0.95263671875
baichuan2-7b-chat,humanitarian_def_v2,France,China,fwd,-0.718505859375
baichuan2-7b-chat,humanitarian_def_v2,China,France,rev,-0.85986328125
baichuan2-7b-chat,humanitarian_def_v2,Indonesia,China,fwd,-1.171875
baichuan2-7b-chat,humanitarian_def_v2,China,Indonesia,rev,-1.078125
baichuan2-7b-chat,espionage_v2,USA,China,fwd,0.797119140625
baichuan2-7b-chat,espionage_v2,China,USA,rev,-0.5625
baichuan2-7b-chat,espionage_v2,France,China,fwd,0.750244140625
baichuan2-7b-chat,espionage_v2,China,France,rev,-0.046875
baichuan2-7b-chat,espionage_v2,Indonesia,China,fwd,0.03125
baichuan2-7b-chat,espionage_v2,China,Indonesia,rev,-0.296875
baichuan2-7b-chat,tech_war_v2,USA,China,fwd,0.750244140625
baichuan2-7b-chat,tech_war_v2,China,USA,rev,0.015625
baichuan2-7b-chat,tech_war_v2,France,China,fwd,0.09375
baichuan2-7b-chat,tech_war_v2,China,France,rev,0.34375
baichuan2-7b-chat,tech_war_v2,Indonesia,China,fwd,-0.843505859375
baichuan2-7b-chat,tech_war_v2,China,Indonesia,rev,0.500244140625
baichuan2-7b-chat,trade_v2,USA,China,fwd,-0.15625
baichuan2-7b-chat,trade_v2,China,USA,rev,-0.562744140625
baichuan2-7b-chat,trade_v2,France,China,fwd,-0.09375
baichuan2-7b-chat,trade_v2,China,France,rev,0.015625
baichuan2-7b-chat,trade_v2,Indonesia,China,fwd,-1.15576171875
baichuan2-7b-chat,trade_v2,China,Indonesia,rev,-0.359375
baichuan2-7b-chat,airspace_v3,USA,China,fwd,-0.40625
baichuan2-7b-chat,airspace_v3,China,USA,rev,-1.671630859375
baichuan2-7b-chat,airspace_v3,France,China,fwd,-1.109130859375
baichuan2-7b-chat,airspace_v3,China,France,rev,-1.17236328125
baichuan2-7b-chat,airspace_v3,Indonesia,China,fwd,-1.4688720703125
baichuan2-7b-chat,airspace_v3,China,Indonesia,rev,-1.468994140625
baichuan2-7b-chat,maritime_v1,USA,China,fwd,0.65625
baichuan2-7b-chat,maritime_v1,China,USA,rev,-0.906494140625
baichuan2-7b-chat,maritime_v1,France,China,fwd,0.984619140625
baichuan2-7b-chat,maritime_v1,China,France,rev,0.09375
baichuan2-7b-chat,maritime_v1,Indonesia,China,fwd,0.15625
baichuan2-7b-chat,maritime_v1,China,Indonesia,rev,-0.015625
baichuan2-7b-chat,cyber_v3,USA,China,fwd,0.515869140625
baichuan2-7b-chat,cyber_v3,China,USA,rev,-0.4375
baichuan2-7b-chat,cyber_v3,France,China,fwd,0.40625
baichuan2-7b-chat,cyber_v3,China,France,rev,0.296875
baichuan2-7b-chat,cyber_v3,Indonesia,China,fwd,-0.484375
baichuan2-7b-chat,cyber_v3,China,Indonesia,rev,0.0
baichuan2-7b-chat,sovereignty_v1,USA,China,fwd,0.484375
baichuan2-7b-chat,sovereignty_v1,China,USA,rev,-0.328125
baichuan2-7b-chat,sovereignty_v1,France,China,fwd,-0.79638671875
baichuan2-7b-chat,sovereignty_v1,China,France,rev,-0.078125
baichuan2-7b-chat,sovereignty_v1,Indonesia,China,fwd,-1.4842529296875
baichuan2-7b-chat,sovereignty_v1,China,Indonesia,rev,-0.203125
baichuan2-7b-chat,internal_affairs_v1,USA,China,fwd,1.21875
baichuan2-7b-chat,internal_affairs_v1,China,USA,rev,-0.484375
baichuan2-7b-chat,internal_affairs_v1,France,China,fwd,0.859619140625
baichuan2-7b-chat,internal_affairs_v1,China,France,rev,-0.21875
baichuan2-7b-chat,internal_affairs_v1,Indonesia,China,fwd,0.375
baichuan2-7b-chat,internal_affairs_v1,China,Indonesia,rev,-0.1875
baichuan2-7b-chat,border_v1,USA,China,fwd,0.937255859375
baichuan2-7b-chat,border_v1,China,USA,rev,0.0
baichuan2-7b-chat,border_v1,France,China,fwd,0.62451171875
baichuan2-7b-chat,border_v1,China,France,rev,0.3125
baichuan2-7b-chat,border_v1,Indonesia,China,fwd,-0.453125
baichuan2-7b-chat,border_v1,China,Indonesia,rev,0.499755859375
baichuan2-7b-chat,humanitarian_def_v2,USA,China,fwd,0.1875
baichuan2-7b-chat,humanitarian_def_v2,China,USA,rev,-0.95263671875
baichuan2-7b-chat,humanitarian_def_v2,France,China,fwd,-0.718505859375
baichuan2-7b-chat,humanitarian_def_v2,China,France,rev,-0.85986328125
baichuan2-7b-chat,humanitarian_def_v2,Indonesia,China,fwd,-1.171875
baichuan2-7b-chat,humanitarian_def_v2,China,Indonesia,rev,-1.078125
baichuan2-7b-chat,espionage_v2,USA,China,fwd,0.797119140625
baichuan2-7b-chat,espionage_v2,China,USA,rev,-0.5625
baichuan2-7b-chat,espionage_v2,France,China,fwd,0.750244140625
baichuan2-7b-chat,espionage_v2,China,France,rev,-0.046875
baichuan2-7b-chat,espionage_v2,Indonesia,China,fwd,0.03125
baichuan2-7b-chat,espionage_v2,China,Indonesia,rev,-0.296875
baichuan2-7b-chat,tech_war_v2,USA,China,fwd,0.750244140625
baichuan2-7b-chat,tech_war_v2,China,USA,rev,0.015625
baichuan2-7b-chat,tech_war_v2,France,China,fwd,0.09375
baichuan2-7b-chat,tech_war_v2,China,France,rev,0.34375
baichuan2-7b-chat,tech_war_v2,Indonesia,China,fwd,-0.843505859375
baichuan2-7b-chat,tech_war_v2,China,Indonesia,rev,0.500244140625
baichuan2-7b-chat,trade_v2,USA,China,fwd,-0.15625
baichuan2-7b-chat,trade_v2,China,USA,rev,-0.562744140625
baichuan2-7b-chat,trade_v2,France,China,fwd,-0.09375
baichuan2-7b-chat,trade_v2,China,France,rev,0.015625
baichuan2-7b-chat,trade_v2,Indonesia,China,fwd,-1.15576171875
baichuan2-7b-chat,trade_v2,China,Indonesia,rev,-0.359375
